"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Hartford","CT","Hartford","09","003",38.7152,42.4034,43.7064,44.5503,43.5437,45.6442,43.3575,40.5008,37.1441,33.8642,29.2968,38.9268,42.198,44.7906,48.5091,45.2634,49.4807,45.3784,43.5147,42.9202,38.6449,37.8595,37.4713,38.4092,38.8663,43.4882,44.1569,44.7107,45.0456,45.5951,42.8428,40.7191,38.5625,36.0645,38.1512,37.0262,37.6736,40.7043,42.1543,42.728,46.0337,46.726,45.914,41.6299,40.1644,36.7279
"Duval","FL","Jacksonville","12","031",39.402,43.8225,44.6169,48.5515,45.2944,45.4511,43.9044,43.0659,40.8142,36.7358,33.1946,40.7563,40.6024,37.3685,39.2066,32.7006,38.3691,38.7056,37.4179,37.364,35.0332,38.0936,34.8725,34.6496,34.3919,34.9442,33.2079,31.7827,32.6217,32.2193,31.2961,30.0345,30.958,28.0026,30.755,28.239,29.4403,29.5611,30.3055,32.3837,35.551,37.8269,34.9168,38.0798,37.2375,37.4341
"Prince Georges","MD","Washington","24","033",33.1453,37.9651,40.7732,43.0934,41.045,41.7193,40.1741,39.522,40.4277,36.9102,33.5911,38.8439,38.3215,36.8011,38.215,28.0084,37.2017,36.4093,32.7991,32.8556,28.5329,28.486,24.9373,24.2362,25.1264,25.9666,24.4372,24.4712,25.2293,24.5718,24.3782,21.9127,20.9932,20.4533,21.2442,20.6651,20.2609,21.1132,20.8959,22.0067,24.2784,26.6578,24.5794,23.9295,23.8605,23.7298
"New Haven","CT","New Haven","09","009",37.6852,41.3877,42.4919,42.4431,39.6512,40.9116,38.2305,35.7858,33.426,29.6988,26.295,36.5344,38.8774,41.4006,44.7342,41.8232,46.4982,42.9392,40.5795,40.1308,36.2515,36.5935,36.5547,38.6968,39.6716,43.6826,42.9005,43.1178,42.9995,43.1729,41.1398,37.8416,33.5483,32.4351,35.0673,34.1571,35.6763,38.4252,39.6854,39.4912,42.4113,42.6128,41.6667,37.3295,36.9531,33.8694
"Macomb","MI","Detroit","26","099",34.4245,34.0608,37.8136,43.3845,43.8683,42.0271,42.309,42.3886,41.1433,37.8624,33.0492,31.1927,36.415,36.8359,38.2691,33.1764,36.8326,35.786,35.742,37.436,34.3516,35.7075,32.3493,31.6061,29.6267,30.3472,30.2839,31.4697,32.6593,32.5445,31.6654,30.4627,30.3203,27.4698,28.7305,25.5223,24.4339,27.1756,28.0628,32.909,36.009,38.6215,38.3907,36.9541,36.4029,34.8762
"Kern","CA","Bakersfield","06","029",22.7185,29.4621,34.2087,34.4498,33.6101,32.5359,31.9043,30.3698,29.7534,27.3318,22.8761,25.7072,26.1102,25.1225,26.6925,22.6113,26.649,24.3882,24.0289,25.7972,24.6861,25.4166,22.4143,22.7689,22.4575,21.8657,21.0035,22.2382,23.3973,21.9348,20.2532,20.6986,22.5365,19.7087,19.9913,17.8076,20.5737,23.2823,24.322,27.6183,30.0699,31.8952,30.8598,31.6504,31.2097,31.1658
"Ventura","CA","Ventura","06","111",24.4427,30.2413,33.483,33.6015,34.4948,35.3319,34.8059,32.1951,30.0595,29.1525,26.6379,31.9568,32.0418,33.5729,36.0701,32.467,35.9636,34.7567,32.6172,30.6362,28.249,28.7738,26.7347,25.5827,24.3029,22.5333,20.9644,19.8804,19.2829,17.0298,20.2266,16.4465,17.3788,15.4683,17.7669,16.0318,16.8389,18.8306,22.3601,25.5709,28.2754,28.7204,27.3028,27.1146,27.7043,28.7132
"Middlesex","NJ","New York","34","023",34.7278,40.1137,40.5186,40.0024,36.7712,35.8592,33.1205,31.4309,31.8047,29.159,26.6376,33.6907,34.628,37.667,39.2164,35.8931,37.7931,37.834,35.1227,34.8599,32.4431,35.7392,32.6071,34.8862,35.37,36.8061,35.8462,34.7393,35.0694,33.9467,31.1879,28.4202,28.3003,27.2707,28.1413,26.5027,27.1618,28.9903,28.9804,29.8184,32.8828,34.1459,32.1538,30.964,27.3262,25.1806
"Gwinnett","GA","Atlanta","13","135",33.596,39.688,41.7165,42.9592,42.7448,41.2889,39.5404,38.4875,41.5614,38.1677,33.9507,38.5758,39.5202,38.5562,40.5519,34.5094,37.3953,34.0904,30.1832,34.2684,33.2797,32.6433,29.7019,28.8954,28.6576,28.4951,27.4824,25.0662,26.0307,25.9715,25.2098,23.9592,24.1631,21.6739,21.04,20.0155,20.0818,19.7562,20.9401,24.0229,26.3572,26.3836,26.1408,24.1861,25.5716,25.9146
"San Francisco","CA","San Francisco","06","075",24.2849,29.41,30.4538,31.242,30.6687,31.3638,30.6406,29.3455,28.0015,24.0234,21.1835,26.094,26.4401,27.6449,29.0281,22.96,27.4796,29.4828,28.4793,25.5366,20.2273,17.1634,15.7297,15.406,14.941,16.3093,14.8383,14.3601,13.8243,15.731,17.0514,16.3452,12.3947,10.1171,9.9138,9.4891,9.0357,12.0272,14.0351,14.1803,13.2777,17.0821,16.8394,14.0306,12.2691,8.9017
"Baltimore","MD","Baltimore","24","005",40.2164,46.1759,49.7773,50.2993,46.8059,45.347,41.7728,39.5959,39.7704,36.0343,33.0134,40.0571,42.4181,42.319,46.5735,37.4233,44.7729,43.1112,40.9326,39.6858,37.0378,38.2932,36.2705,36.5704,39.1832,40.6758,38.9727,39.6269,41.069,40.3072,38.0941,36.3785,34.2624,31.3616,35.4795,33.9177,34.0086,36.7671,37.8495,39.7602,42.0691,44.6289,41.1238,39.4537,41.1782,38.5103
"Hamilton","OH","Cincinnati","39","061",38.3189,43.4977,46.038,44.5142,35.6146,44.1125,43.0028,42.9597,43.6275,35.2098,31.7873,32.747,43.6844,44.9126,46.4187,41.1601,46.7321,43.7228,41.3428,40.9727,36.9818,40.5576,36.4327,38.0945,38.4096,41.8475,41.4928,41.4569,42.7981,42.5018,39.1674,37.9325,36.0475,31.9037,33.9289,34.4903,35.0367,37.0668,37.3756,39.1727,40.0701,41.3714,39.9745,38.4396,36.1158,33.5691
"El Paso","TX","El Paso","48","141",27.598,32.5423,31.4244,32.9835,29.6032,27.9562,25.8657,21.8865,20.0719,20.4228,24.0053,24.6852,31.1988,31.6223,34.6905,32.1038,30.473,28.942,28.0777,28.6403,28.0473,30.8806,28.71,28.4641,29.3282,30.3758,30.3523,30.2418,31.9754,31.8068,29.189,27.3634,28.5053,27.4707,30.9418,30.3707,29.9193,29.0963,29.4543,32.0429,32.0661,33.0941,31.1966,28.34,28.5863,29.9324
"Montgomery","PA","Philadelphia","42","091",41.1115,45.7914,44.5574,42.784,38.1472,38.9046,35.9761,35.3563,37.637,33.7829,30.8898,40.634,42.4979,43.4615,44.3195,38.4554,43.9966,44.4271,42.5728,39.4286,36.071,40.2625,39.0071,43.242,44.4394,47.4535,46.1639,45.7148,47.0807,46.0332,43.8484,40.7631,38.7442,35.6804,40.019,37.9304,37.8023,37.4553,40.4005,44.4084,45.3699,47.4986,45.1172,42.2922,38.9104,38.1832
"Worcester","MA","Worcester","25","027",40.0117,44.6291,45.9456,44.2248,41.5706,39.0402,33.9577,37.7524,36.7006,34.1626,32.9493,38.1434,41.0746,42.5644,47.5823,43.6119,47.3114,45.8917,41.631,40.753,40.2516,43.1613,39.7258,40.7681,40.8987,42.6079,42.4806,42.3264,43.7401,42.09,40.7252,38.5542,36.0989,31.6712,32.4193,30.7609,33.0925,36.4663,37.3263,41.3243,43.0425,45.4178,43.3417,41.1192,37.1988,30.0727
"Pierce","WA","Seattle","53","053",37.1877,42.3513,43.1811,42.1811,40.7923,41.7883,40.0441,40.1335,38.7726,36.3616,32.0228,37.0185,37.3083,37.8155,40.8949,34.1584,40.635,39.7041,37.9673,36.8338,36.488,36.9744,33.3333,34.0989,33.3106,33.7878,33.1378,33.1893,33.0989,32.2981,30.2428,28.4035,28.9341,25.7626,27.2555,24.3574,23.8487,24.771,26.4086,29.3841,33.4768,35.6931,31.9113,32.8963,33.1694,31.77
"Essex","NJ","New York","34","013",30.1788,35.8326,35.7941,36.384,33.4692,33.0392,31.5183,29.4118,27.5616,24.843,22.498,30.1697,30.5022,35.8105,35.9195,31.7958,32.1182,31.9376,30.7766,30.4003,27.6569,30.8814,28.991,30.2482,30.8794,32.7862,32.9232,30.968,31.6472,29.7133,28.1088,24.767,24.8165,23.2896,26.0309,24.5937,24.8105,25.6533,25.2965,24.5394,26.4964,27.6833,26.5199,25.7319,23.6938,21.5496
"Collin","TX","Dallas-Fort Worth","48","085",31.9862,35.2669,36.9783,41.2563,33.3991,32.3619,30.1656,31.0529,30.6515,26.2959,22.4001,27.1656,31.3608,29.0887,32.5521,28.6231,35.0583,32.0662,27.7791,27.8212,24.8876,24.6204,26.3018,29.2244,30.3478,32.4916,34.2419,32.9739,34.0456,32.5825,29.5645,24.7588,23.4207,20.3415,22.0866,21.2393,20.6629,21.8027,23.8454,25.82,28.8985,28.6818,26.8544,24.0175,22.8373,22.1972
"Hidalgo","TX","McAllen","48","215",18.8199,21.8978,22.5993,22.1356,22.1935,21.2211,23.6282,23.946,23.6726,22.1109,19.4904,23.3416,22.8147,20.632,25.6272,20.6343,26.7594,25,23.5893,23.7022,22.7088,24.6399,24.1544,24.7255,24.681,26.2635,25.7986,27.5962,28.367,28.3803,28.2051,26.25,28.2262,25.9338,28.4491,27.8624,26.4647,27.6803,28.7345,29.351,30.7332,27.3467,23.6465,23.5204,24.0041,23.9856
"Monroe","NY","Rochester","36","055",36.8496,40.0761,42.5657,40.3272,38.2039,37.0755,34.406,32.656,32.6506,29.4527,28.8527,39.136,41.8899,43.5012,51.3269,48.1663,51.3078,50,44.5388,42.4258,41.164,42.3991,39.7706,42.0156,44.0979,47.4848,48.1372,49.7758,50.6454,49.3284,45.4747,43.7801,37.1242,36.9316,35.1483,33.2843,30.7763,32.059,33.7765,38.6026,43.8838,46.6489,43.4731,41.6089,40.3696,37.4197
"Essex","MA","Boston","25","009",39.8489,43.2649,43.3574,41.6407,40.3466,39.6264,34.8502,36.7582,36.0056,33.7935,31.1266,37.3284,41.0602,42.9892,46.7439,41.8978,46.9442,45.959,40.7564,39.578,36.7007,37.4256,35.0662,35.8642,37.2506,38.2669,41.7756,42.5066,41.8891,40.9319,39.6101,36.4639,33.1703,28.6665,30.6238,27.9507,29.8756,33.4938,33.9392,36.4366,39.2048,42.1942,40.1424,36.2098,32.7396,27.9229
"Jefferson","KY","Louisville/Jefferson County","21","111",35.3554,47.499,47.8384,48.0749,48.7241,46.4537,46.1082,39.9742,37.3281,34.6561,29.6345,38.8435,42.052,43.6047,46.4938,42.6645,45.9807,41.3684,38.2718,39.5998,35.4786,37.3418,34.5458,37.0821,38.6633,42.3305,41.055,42.4485,40.66,40.0083,37.8275,35.8936,35.7301,33.9627,37.6057,35.6721,37.4659,39.8765,39.6431,42.4761,44.2664,45.4076,42.2854,40.5682,37.8689,35.5684
"Multnomah","OR","Portland","41","051",39.3884,45.4363,46.7961,48.4192,47.0307,46.7462,45.8836,42.4161,42.2847,36.4688,34.0185,41.3682,41.2347,41.778,41.806,35.296,41.7371,40.7858,39.256,37.5027,34.1339,37.0264,33.6986,32.4434,32.4534,34.1977,33.409,35.3636,35.3363,35.974,33.8829,30.3648,30.8452,27.4963,29.1416,27.2305,27.5612,30.3468,33.3333,35.7731,36.9888,38.8823,36.0912,33.6845,30.9073,29.3056
"Suffolk","MA","Boston","25","025",35.4798,37.868,37.2663,34.4423,35.9239,36.3658,32.203,33.9983,31.7102,29.4021,25.7626,33.5251,37.5643,39.8774,43.0122,37.1117,40.051,39.9768,34.9144,32.2856,30.4657,30.2471,26.5605,27.7561,29.1415,31.7548,32.2928,31.3194,31.2474,30.9091,28.6914,26.3729,22.736,18.0057,18.9802,17.8557,19.4316,21.6918,24.1042,26.1183,27.9211,30.843,32.6047,32.0533,25.8725,19.0254
"Oklahoma","OK","Oklahoma City","40","109",31.0309,35.8034,37.8223,37.298,35.3088,32.749,30.3783,29.5652,31.4047,29.5682,25.8015,31.2993,32.9789,35.1656,39.4471,33.4686,36.5415,35.6914,34.5248,33.9637,32.7325,35.5337,32.6756,35.044,35.7908,36.4713,39.7291,39.3966,40.1229,39.6481,36.4217,34.4806,35.4344,31.5887,34.2748,33.1305,34.1827,36.0708,36.8769,38.5488,40.9502,40.5185,36.5838,32.914,31.667,31.3519
"San Mateo","CA","San Francisco","06","081",19.1447,21.94,35.6579,34.6229,36.1702,36.7515,33.0791,31.6207,30.8038,27.4056,25.5986,29.0891,31.5024,31.1024,33.0338,28.7819,31.7718,32.2683,31.0546,29.0018,26.971,24.2994,20.434,19.7868,18.0103,18.5965,18.6916,20.0402,21.4394,20.6897,19.4997,18.7546,17.5711,14.4322,14.4285,13.0628,13.8186,16.2049,17.511,18.852,20.3008,21.462,20.0633,19.5633,16.156,14.3946
"Snohomish","WA","Seattle","53","061",39.7939,45.4367,46.8206,47.2167,45.8004,44.4737,42.6871,41.438,41.4081,38.2219,34.751,39.7362,39.675,39.1273,40.3708,31.8504,39.6481,37.9389,36.0198,35.8404,34.9286,32.9733,28.4046,25.937,23.3913,23.179,22.3729,22.1868,21.8038,22.4368,21.1064,20.1169,20.0321,18.0658,18.328,17.7043,17.5658,20.029,21.6663,26.8213,29.9482,32.6118,29.5398,29.2031,31.0939,27.7642
"Lake","IL","Chicago","17","097",42.6403,49.635,50.5102,48.6413,45.0891,43.0127,39.9568,38.4804,38.2739,35.5902,32.7402,39.8095,42.3575,42.7198,45.1003,41.38,45.0799,44.8595,41.2934,39.9052,37.6796,40.441,40.0472,41.712,41.3979,42.571,41.5426,42.7754,43.3519,41.2153,38.0739,33.5927,32.2277,29.4258,31.4184,29.7492,30.096,32.1488,35.2274,37.5497,38.9941,40.4646,36.9846,35.1066,33.2404,30.9635
"Dekalb","GA","Atlanta","13","089",34.4663,39.8672,40.0461,41.6667,41.9069,41.5918,39.7991,38.8037,39.7192,37.067,33.1484,38.4169,39.3408,40.1613,43.0368,34.5552,39.9681,36.2616,31.9108,36.2528,35.9163,35.376,30.7575,30.2114,30.7806,31.5267,30.607,29.5143,31.0917,29.5279,28.9072,26.1196,26.497,26.5198,25.2833,22.6986,23.8436,24.1059,26.0995,28.8226,30.9902,32.5947,30.1111,27.3289,27.5185,28.9122
"Cobb","GA","Atlanta","13","067",38.0564,43.2272,44.1768,45.1867,44.4976,43.5695,41.7303,40.2312,39.8084,37.4407,34.13,40.467,42.3342,42.4171,44.7534,39.5238,40.8111,37.3108,33.8169,37.8472,37.4222,36.7419,32.2604,33.0648,31.6382,32.6663,32.4793,32.1298,33.0871,30.9176,30.3748,28.2622,27.7513,26.1554,27.5378,25.1162,26.7351,27.2133,28.1378,29.7651,33.2756,34.1702,32.2587,29.6189,30.1052,28.4161
"San Joaquin","CA","Stockton","06","077",18.5693,22.6401,27.3707,30.7293,31.7382,34.1431,32.6487,31.4354,33.133,30.2184,26.0936,27.5,27.4203,26.4681,25.6902,21.3,27.7537,28.9065,26.4634,28.1883,25.0683,23.5068,20.3078,19.9367,18.1447,17.5398,16.0072,16.1928,14.5606,12.7883,14.7503,13.838,17.2954,15.1273,11.8896,11.4823,11.9606,12.6788,17.73,20.6916,24.4114,28.6145,26.4881,25.8584,28.8235,26.4238
"Will","IL","Chicago","17","197",39.3266,46.5459,47.541,45.3927,41.0146,39.6027,38.1102,37.1975,38.0255,35.6437,32.9946,40.6201,42.473,43.7181,45.1254,40.7958,43.497,41.5979,40.3809,40.2938,37.7928,39.362,37.5931,39.3722,39.7307,39.4075,39.1544,40.0113,40.7424,39.5035,36.0993,32.5611,32.5296,29.6054,31.7934,31.4414,31.0192,30.4918,31.7179,33.6661,36.7879,37.2834,33.9733,32.407,32.2362,31.7893
"Jackson","MO","Kansas City","29","095",37.3226,43.9543,46.6861,47.6418,42.1244,40.3429,36.9451,33.03,34.251,34.6319,30.8619,37.4973,41.8273,42.9732,44.8371,40.6388,43.4642,40.7515,39.0402,38.6156,36.4169,39.9055,37.2307,38.4937,39.2284,42.1145,40.3522,40.9178,40.1393,39.1798,37.9296,36.1726,34.9123,34.1677,36.0767,33.9584,34.3032,36.4428,38.7808,41.1194,42.8201,43.4662,37.6775,37.2486,34.4041,33.1787
"Norfolk","MA","Boston","25","021",44.2514,47.0462,47.5416,46.035,44.0129,43.2205,37.9435,40.0997,38.5432,35.0384,30.8026,37.8014,42.6218,44.2085,49.1828,45.0951,49.7324,47.1562,43.4393,41.3556,37.3643,38.1569,34.4566,35.4918,37.712,38.4741,39.8505,38.9659,39.9231,39.5325,38.1241,33.9434,32.0992,27.3692,27.5249,26.087,27.2382,30.1973,30.5478,33.4314,35.4556,38.0325,36.9831,35.89,31.7652,26.402
"Denton","TX","Dallas-Fort Worth","48","121",32.9163,37.4815,39.0176,43.0229,34.9919,34.1194,32.3755,31.3624,30.7668,26.9721,24.3529,28.5501,33.3227,30.4646,33.4149,28.8775,36.4183,33.1246,29.9012,29.6201,28.3182,28.4436,28.9382,30.6651,31.3897,34.2376,35.1674,33.8573,35.0877,33.505,29.7761,24.4766,24.4919,22.0147,22.8276,22.3888,22.3971,23.9127,26.4414,28.4723,30.7115,30.4979,29.4993,26.8092,26.4423,23.3621
"Bernalillo","NM","Albuquerque","35","001",41.8729,45.1969,47.1444,48.1446,44.581,43.302,37.0364,36.3464,38.0613,37.643,33.7569,41.0351,40.4827,41.2728,44.8086,40.6916,43.8211,43.3984,42.0037,39.6126,35.4416,36.8508,34.1766,35.6438,38.5394,42.1797,41.7547,43.1908,43.2229,43.6149,36.5573,35.176,37.1381,35.8383,41.3607,36.8808,37.4675,39.6777,40.3423,40.9562,45.5212,47.297,43.4012,38.4421,40.7098,40.2263
"Jefferson","AL","Birmingham","01","073",38.4716,42.0786,46.0699,45.8546,43.2787,40.0661,38.4648,33.9157,32.1141,28.2778,25.292,35.1329,38.4185,37.6041,38.8942,35.7607,37.1432,35.1802,32.7054,34.9499,32.2643,33.5935,30.3143,34.7858,36.68,39.6634,37.318,36.2019,36.3295,36.2128,30.1358,30.2236,31.0757,29.9806,32.5791,31.812,32.9526,33.3705,34.4718,36.1033,37.7347,38.9789,34.958,32.3484,30.9078,29.2021
"Hudson","NJ","New York","34","017",30.9318,34.8475,34.2847,35.0102,34.1675,32.7093,30.2851,28.125,24.5855,20.9631,18.504,26.3788,28.0127,28.3111,28.903,25.9431,27.6776,27.7146,26.2012,25.5492,21.3168,23.3572,22.2596,22.4529,23.5282,24.6652,23.1104,22.9196,21.3009,20.0819,18.2388,16.0116,16.7951,16.6968,19.6394,19.7362,20.9572,20.9595,20.9187,21.0223,22.644,23.0831,22.1744,20.4023,19.082,18.4988
"Monmouth","NJ","New York","34","025",37.9613,43.4985,44.5654,42.9431,37.5183,37.3671,34.1687,31.3846,29.7438,28.3448,26.1338,31.0564,38.2052,40.9924,42.4854,38.2636,39.4439,38.705,32.7029,32.9589,32.0701,34.7121,33.3854,35.0912,37.0049,39.5316,39.3778,37.246,36.2615,33.3015,29.0157,25.1049,24.7323,23.7035,27.8706,26.7546,27.1668,28.5375,30.4938,30.9591,32.5945,33.1774,32.5445,27.5199,28.3957,26.066
"Davidson","TN","Nashville","47","037",39.8868,44.6974,45.0951,46.679,42.2878,42.8747,40.3251,37.7093,36.1214,32.7381,29.8,32.1633,38.8572,40.1182,42.6591,38.6313,42.989,42.9744,37.3379,36.7651,35.2225,38.1679,36.1686,36.6043,37.6481,39.2716,39.4495,37.5969,37.0872,37.0491,34.3974,31.83,31.2232,30.1406,30.573,28.5687,28.4042,29.3648,29.9716,31.6141,33.4186,33.6777,32.5253,28.9021,27.014,26.1327
"Providence","RI","Providence","44","007",40.6874,46.3387,48.3392,48.2807,45.5682,44.2822,41.2587,38.7617,36.2141,33.4353,30.9159,37.8098,41.3283,42.3403,44.9855,41.4973,47.6648,45.5353,44.4247,43.5062,40.1332,42.3419,39.8009,40.3085,40.8306,42.3721,42.4455,42.1342,43.8787,43.8033,40.9461,37.0886,34.699,33.9795,35.2487,31.8003,34.4974,35.4331,36.0527,38.7147,41.186,44.4517,41.5481,40.3368,37.5801,35.5372
"Bucks","PA","Philadelphia","42","017",40.1074,45.1464,44.9305,43.5748,38.3518,38.8527,36.6487,35.9931,36.8763,31.9584,29.8541,40.0035,42.1642,41.7542,43.464,38.888,45.4255,45.4134,42.7739,38.4488,35.2594,40.4757,38.5455,39.5894,41.9594,44.9617,44.9407,45.1976,46.0762,43.1515,38.962,36.539,34.688,32.876,38.5079,37.1989,37.5806,38.6611,40.0176,44.0966,45.3913,46.6945,42.5156,38.6968,36.584,35.0957
"El Paso","CO","Colorado Springs","08","041",38.0064,43.9403,45.1581,47.2161,41.8403,41.0635,37.967,34.7349,33.3984,29.7061,27.2328,36.0583,36.5121,36.3993,38.3744,35.0947,38.3533,38.3812,33.9105,32.6363,29.1405,32.3347,31.2756,34.8251,35.5861,39.2168,36.846,36.8273,37.8541,36.5246,34.4701,33.5583,33.9331,30.0406,33.1764,30.2217,32.6942,35.3501,34.6382,38.9573,43.1264,41.6294,40.3578,39.6805,38.0847,36.3194
"Baltimore City","MD","Baltimore","24","510",36.3264,41.7745,43.3638,43.8113,41.7111,41.0491,38.972,38.7839,39.4863,34.8898,32.5297,38.354,38.7465,39.7776,41.2319,32.3504,37.7665,37.144,37.5948,36.4221,33.9027,35.5129,34.3378,34.9057,35.0276,36.2629,34.8608,34.9071,35.3795,34.9589,34.5584,33.3333,32.2357,29.7659,33.7987,31.9086,32.6259,34.6047,34.3675,34.9181,38.1967,40.6988,36.5312,36.3947,35.691,34.5365
"Lee","FL","Fort Myers","12","071",29.5592,35.0642,36.5121,37.792,31.9057,32.2376,31.6856,31.1268,30.4086,28.2033,26.241,23.7038,28.4425,28.2352,28.316,22.1682,26.4915,26.4345,28.1596,28.553,29.4155,33.9991,33.2041,33.3164,32.801,31.043,28.0838,26.8585,27.6443,27.0074,27.0775,26.7317,29.8481,32.176,34.6099,34.3664,30.8793,28.7261,24.0398,23.4335,23.9014,25.6017,26.782,27.4017,30.2149,34.3119
"Tulsa","OK","Tulsa","40","143",38.8602,44.0394,44.1838,42.16,37.9624,37.3286,36.1383,35.8555,32.7534,29.5826,24.1679,31.4672,35.1922,35.4866,39.0019,33.8189,41.0629,39.3983,36.0027,35.1587,30.8205,31.1899,29.9319,32.1573,33.871,40.0312,36.5415,39.1649,39.7586,38.6754,34.122,32.1481,30.9946,29.9761,33.5813,31.9656,32.2344,34.4441,35.4355,37.8773,39.2962,40.3126,37.0174,33.7088,32.6931,31.5119
"Kent","MI","Grand Rapids","26","081",43.4499,46.6955,44.8255,46.5102,44.5991,45.8811,39.6865,36.9499,37.3196,36.9672,32.1985,36.6245,38.238,38.9746,41.755,37.9954,42.6325,41.1427,38.5784,35.7743,32.4065,36.5907,32.1779,31.6559,33.0861,36.249,37.1182,37.551,38.6421,39.7797,33.1394,35.3613,34.4253,31.8987,31.2023,29.9744,29.1744,32.4705,35.2283,38.997,43.6749,43.7664,42.2764,39.1071,36.5519,31.4866
"Polk","FL","Lakeland","12","105",29.0218,33.9958,35.4257,37.3764,32.3091,33.3682,34.5577,34.9165,34.5615,31.1698,27.2795,30.925,31.944,31.4204,29.0872,26.5297,30.308,29.665,28.0484,29.4019,28.75,31.2813,28.4536,30.5255,29.0138,31.3367,30.4546,28.736,28.3333,27.8397,27.1984,25.3346,26.6481,26.6262,29.9264,27.4533,27.1773,25.6565,26.7402,28.965,30.0223,31.8587,31.4768,30.5863,31.8121,34.1321
"District of Columbia","DC","Washington","11","001",31.4373,35.9809,35.5384,37.1741,38.4883,39.2044,37.3788,35.4659,33.1799,29.3532,26.3965,32.3162,34.0247,34.127,34.6799,29.98,35.1032,35.5129,34.0734,32.0948,27.234,28.2609,27.2792,26.0709,28.8932,28.6977,29.0376,28.4884,28.7924,29.8246,30.0906,28.9847,26.4724,22.4037,24.1794,21.8121,21.3129,22.3159,25.0237,27.544,29.001,30.6979,29.6718,29.0045,27.9314,24.5104
"Denver","CO","Denver","08","031",40.6771,46.9831,47.8809,48.4584,48.288,45.9529,39.973,35.1861,35.3,35.2171,30.951,33.7717,38.522,37.4632,41.1276,34.9367,39.2699,38.2011,34.321,33.1239,30,31.3593,28.6948,29.3828,29.8561,33.673,34.0445,35.769,37.5912,36.4634,34.5567,31.0859,30.3902,26.7075,25.4286,24.3718,26.6386,29.9059,33.3948,39.1508,43.3479,43.0765,38.8232,37.1006,32.5187,29.5631
"Fort Bend","TX","Houston","48","157",34.3554,40.5471,44.07,47.9072,34.6574,35.6811,31.9401,31.2779,31.4957,26.9474,24.3432,33.832,34.3036,31.4662,35.9289,32.7599,40.1831,37.1115,36.5485,35.7109,32.5475,32.5314,30.2603,32.6566,31.8454,35.0275,35.4801,34.2869,34.1879,32.4364,30.3817,25.451,24.5485,21.8486,23.665,21.3688,22.2222,21.7273,24.4682,27.0509,28.6432,28.6027,26.8952,23.5008,22.9226,21.9479
"Ocean","NJ","New York","34","029",38.2489,46.4421,47.9757,47.4128,39.7102,37.6965,34.9879,32.6144,31.2579,29.1687,26.2828,31.0983,39.576,42.7074,43.201,38.8861,40.4934,39.2292,33.2387,33.9577,33.1689,37.089,34.4261,36.3764,36.6145,38.6069,37.22,36.2969,36.1986,32.842,29.3226,24.4784,23.0239,23.3618,27.3114,26.1557,25.553,26.7635,28.0424,30.1809,32.1641,32.8308,31.0379,27.2393,27.9947,26.2376
"Arapahoe","CO","Denver","08","005",37.9825,43.548,46.7695,47.1055,46.5217,44.8792,39.4072,34.8278,36.3245,36.2161,32.3412,35.7583,37.9141,35.9554,39.4964,33.9806,36.8316,36.2095,32.1654,31.1973,27.6392,29.4324,27.6289,28.8612,29.6888,32.414,31.8503,32.6633,33.5296,32.0463,29.4222,26.7218,26.4659,22.6123,21.2897,21.0629,22.1888,26.0708,29.7514,35.1094,40.4961,39.5513,36.5742,33.3333,32,28.0086
"Delaware","PA","Philadelphia","42","045",44.661,48.841,49.8053,48.5726,42.5731,42.6425,39.7836,38.4847,40.5829,37.664,32.1781,40.3846,42.6831,45.4464,47.9737,42.1195,47.6164,46.4749,44.2189,41.8753,37.5572,40.1556,39.9003,43.9198,46.0633,48.6211,47.2321,46.4442,47.8024,48.9778,45.7366,43.8143,41.4395,38.7855,43.2647,41.9005,42.1287,42.5611,44.6445,46.7011,47.7924,48.6067,43.5013,42.4355,40.4412,37.7347
"Bristol","MA","Providence","25","005",35.6789,39.7441,40.1074,40.1375,36.8369,33.9052,30.2653,34.5606,33.0156,31.3294,30.2422,37.8945,40.6479,39.6372,45.4352,40.6017,45.0403,44.5214,39.6892,38.2194,36.717,41.0189,38.4637,37.0954,37.021,37.7814,38.5916,38.4358,38.2857,37.8297,37.715,35.283,34.544,30.7063,32.5888,30.3501,30.6755,32.9701,34.0554,35.1659,37.1577,40.9187,37.8027,38.0952,34.7132,30.6619
