"RegionName","State","Metro","StateCodeFIPS","MunicipalCodeFIPS","2008-10","2008-11","2008-12","2009-01","2009-02","2009-03","2009-04","2009-05","2009-06","2009-07","2009-08","2009-09","2009-10","2009-11","2009-12","2010-01","2010-02","2010-03","2010-04","2010-05","2010-06","2010-07","2010-08","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02"
"Middlesex","NJ","New York","34","023",339000,334500,329900,329000,329000,325000,324900,322990,320000,319900,320000,319900,314900,309900,309900,309000,309900,314900,314999,318500,312000,315000,310000,309000,305000,299900,299900,299000,299000,299900,299000,299000,299000,295000,297000,289900,285000,279019,275000,274900,274900,279000,279000,279900,279900,280000,279900,284900,279900,279900,275000,274900,279900,285000,295000,299000,299000,299000,299000,299000,295000,289900,285000,284900,289000
"Gwinnett","GA","Atlanta","13","135",194900,189900,189900,185000,180000,178500,175000,179900,178999,177900,174500,170300,173000,169900,170000,170000,169900,169000,169900,165000,161900,159900,159000,154900,152000,150000,149000,143000,140900,140000,137000,139000,139900,136500,135000,135000,130000,135000,130000,129900,129900,129900,129900,134900,139000,139900,141500,145000,149900,150000,159000,159900,168000,169900,174900,179000,179900,181925,182500,184000,180000,175000,168000,169000,170000
"San Francisco","CA","San Francisco","06","075",799000,802900,799000,795000,795000,788000,798000,799000,799000,799000,775000,779000,779000,769000,750000,750000,750000,759000,749000,749000,749000,750000,745000,746000,749000,739000,710000,699000,689000,699000,699000,699000,699000,688000,675000,689000,688000,675000,675000,675000,699000,710000,735000,749000,765000,750000,749000,775000,799000,779000,799000,808000,799000,825000,829000,849000,799000,825000,799000,849000,859000,858000,890000,850000,895000
"Baltimore","MD","Baltimore","24","005",269900,260990,259900,259000,254990,255000,259900,260000,257000,255900,250000,250000,249900,247000,240000,239900,239900,239000,239900,239990,239900,234900,227000,229900,228416,225000,220000,219000,219900,219900,219900,220000,224900,220000,219900,219000,219500,215000,211500,209900,210000,219000,220000,225000,225059,225000,227900,224900,220000,220000,217000,210000,214900,220000,224900,226000,227423,225000,224988,225000,225000,220000,220000,215000,220000
"Hamilton","OH","Cincinnati","39","061",124900,112900,109900,110000,110000,114500,117777,119900,120000,127000,124900,124400,124200,118900,119900,119500,118900,119900,119900,119900,119900,117900,119300,126900,120000,119900,115000,114900,115000,115000,114900,119900,126900,121500,121900,120000,120000,119900,119000,115000,115000,118000,119900,119900,123500,119900,119900,117900,117777,118900,115000,115000,110000,117543,119900,121000,122000,122900,119900,119900,119900,117500,115900,114900,119900
"El Paso","TX","El Paso","48","141",149000,149300,148000,146950,147500,142500,141000,142000,139950,139990,139999,140000,141600,143000,142950,140950,142000,139950,141600,144900,145000,145000,144500,141950,140950,140000,140000,140000,142000,144950,145000,149900,150514,149900,152450,151900,148990,145000,144900,144950,144900,148990,150950,149900,149990,149900,147900,146640,144950,145000,145000,145000,145950,147000,145950,147200,148950,149450,149900,151900,150000,149950,150000,154900,154900
"Montgomery","PA","Philadelphia","42","091",319900,319780,316990,314900,314900,314900,299900,312490,299900,299000,297000,299000,299500,299000,299000,290000,290245,289900,289900,295000,294500,289900,287500,289000,284900,283490,279000,275000,279000,279500,275000,279000,274900,269900,269900,263000,259990,259981,257000,259900,259900,259900,260000,267900,265000,260000,259900,254999,252500,255400,250000,250000,255000,259900,264900,273900,274949,265000,260000,259900,259900,259900,259750,249900,255000
"Worcester","MA","Worcester","25","027",244900,239900,239500,239900,239900,239900,244900,249000,249900,249900,249500,249900,249900,245000,239900,244500,239900,239900,239900,239900,239900,238000,234900,234000,234900,234900,224999,224900,225000,229000,229900,229900,235900,234900,234900,230000,229900,220700,219900,220000,219900,224900,229900,229900,229900,229000,227777,229900,229900,229900,227500,225000,229900,237900,239900,247500,249900,249900,244900,239900,239900,238000,230000,229900,239900
"Pierce","WA","Seattle","53","053",289950,279950,277950,274950,269000,269000,263000,264900,259950,259750,254900,250000,249950,244950,240000,239500,239000,239000,237995,239900,235000,235000,234950,230950,229900,225000,219950,215000,215000,213950,207900,204900,204950,200000,208000,200000,199950,195000,189900,189995,192000,195000,199950,209000,214950,219950,219900,219900,215000,219900,215000,217500,219000,219950,225900,239000,239950,246900,245000,249500,240000,233097,239000,229950,235000
"Essex","NJ","New York","34","013",369000,358200,349863,349900,349000,350000,359000,359900,354900,359000,349000,349500,345000,335000,339900,329000,349000,349200,349000,349000,339900,329000,319000,319000,319000,305000,299900,299000,299000,299000,303000,319000,325000,319900,299000,299000,292000,279000,269900,260000,265000,274999,275900,289000,289000,275000,274900,269000,264900,260000,250000,250000,265562,269900,289500,299000,299900,295000,279900,275000,275000,262000,249900,249000,249900
"Collin","TX","Dallas-Fort Worth","48","085",242900,248400,244900,244900,243990,249900,244900,254990,244900,240000,239900,240990,239900,239900,238000,234900,234900,229900,230000,229790,230000,229000,222000,232500,234900,235000,231900,229000,235000,230000,219500,225000,230000,235000,234443,225000,225000,225000,224900,228900,229900,229000,234900,239900,245000,239999,239900,242500,242500,249000,259900,259990,259900,269900,269890,269990,269900,269000,273540,275000,279900,275900,289000,289900,295000
"Hidalgo","TX","McAllen","48","215",145000,142900,142900,145600,149500,145000,144900,149000,145000,147000,140000,144900,143000,144900,144000,140000,139900,139900,139900,142000,139900,142000,140000,145000,145000,145000,145000,144900,145000,144900,144111,145000,144126,147000,149000,145900,144900,140000,139500,140000,139000,140000,139900,139900,140000,145000,149000,149900,145000,149000,145000,147000,149900,149900,154900,155000,158900,159000,155000,157900,155000,154500,155000,154000,155000
"Monroe","NY","Rochester","36","055",129900,129900,135000,139900,139900,139900,139900,139900,142900,145000,144900,139900,142500,143000,144900,144900,143900,144900,144900,144900,144900,142500,139900,140000,139900,139900,139900,139900,139900,139900,134900,139500,139900,135000,134900,130900,129900,129900,129900,129900,129900,134900,137000,139900,139900,139900,135000,135950,129900,130000,129900,129900,135900,135000,144900,136900,139900,136000,137900,134900,135000,135000,134900,130000,134900
"Essex","MA","Boston","25","009",319000,307500,304900,314900,305900,314999,319000,325000,329000,329000,329000,330000,329000,325000,325000,324500,324900,324900,320000,325000,329900,325000,324900,327000,329000,324900,314900,308500,305000,309900,309900,315000,329000,328500,327900,325000,319900,304900,299900,300000,314900,319900,325000,329900,339000,329900,330000,339900,339900,339500,329900,329000,330000,335000,349900,369900,384900,385000,374000,373900,369900,369900,369900,368800,375000
"Jefferson","KY","Louisville/Jefferson County","21","111",140000,135700,137750,139900,137500,138650,139900,145000,145000,149900,150000,149900,149900,145476,147000,145000,143500,142500,144900,145900,144500,145000,144900,143999,140000,142000,139900,138900,138500,138900,137000,139900,139200,139000,139900,141900,139900,139900,135000,135000,137000,139900,137250,134900,135000,135000,137000,135500,135000,135000,132950,132000,132500,134900,137000,139000,139900,139900,137500,137750,138500,136500,134500,134900,135000
"Multnomah","OR","Portland","41","051",289900,286425,279999,279000,274500,270000,269900,270000,269876,269810,269950,269900,272900,259900,259000,250000,249900,249900,249900,250000,253000,250000,249900,246603,240000,239000,234000,225000,225000,226999,227000,229999,235000,235900,235000,239900,235900,229900,225000,219950,219500,224800,230500,235000,249000,249900,249900,244900,248000,245000,249000,249900,250000,259000,269900,274628,279900,279900,280000,280000,279950,275000,273000,269900,279950
"Suffolk","MA","Boston","25","025",329000,321000,319900,329000,339000,349000,349000,359000,349999,349900,339900,351000,359000,359000,359000,359000,364000,369000,369000,369000,359900,354900,349000,350000,354000,359000,345000,349000,349000,349000,349000,359900,359000,349000,349000,349000,355000,349000,339000,359900,369000,375000,379000,379000,377000,369000,365000,370000,369900,375000,369000,384900,399900,415000,425000,429000,429000,429000,419000,419999,412000,424000,425000,429000,454900
"Oklahoma","OK","Oklahoma City","40","109",158000,152900,150000,149900,151319,154950,154900,157000,153000,156900,149900,149900,148977,149000,149900,147500,149900,149900,149900,149900,149900,149900,149900,149900,149900,148500,145000,143500,146900,149000,148990,149900,149900,144500,139000,142500,141175,141869,140000,139900,139900,142000,143000,147000,149920,146900,149455,148200,145000,149000,149000,149000,149900,149000,149900,149700,150000,154900,153000,157500,159000,159658,162485,157900,160000
"San Mateo","CA","San Francisco","06","081",750000,738000,650000,699900,719000,719000,729900,789000,750000,759000,749000,759000,739000,729888,719000,699000,699000,699000,699000,699800,700000,698950,699900,695000,699000,690000,665000,635000,659000,659000,669000,698000,675000,668000,650000,658000,659000,648000,625000,599000,625000,650000,675000,729500,724500,725000,739000,739000,749750,750000,770000,775000,810000,839000,850000,868000,879000,849000,799950,838000,849950,838000,848888,849000,849900
"Snohomish","WA","Seattle","53","061",349950,349000,341340,339000,334000,329950,325000,324950,319828,314950,309950,309000,299999,299900,294950,289950,289000,280000,279950,279950,277500,274900,269950,265000,259950,255000,249950,249000,248500,244950,239900,239950,240000,237000,241960,239000,229950,229990,225000,225000,229950,239900,249900,255000,263000,269900,269900,269950,265000,267500,264950,269950,279900,280000,285000,299000,299950,309950,310000,317950,320000,315000,319950,309950,312950
"Lake","IL","Chicago","17","097",299000,288000,279900,275000,274000,272900,272499,275990,279000,276333,269900,274900,269900,260990,260000,250000,249900,250000,254900,262500,265000,260000,259000,249900,250000,249900,235330,227990,226990,229000,229900,237500,230000,238000,226990,224900,220000,215000,204900,199900,208000,215000,220000,225000,224990,219000,215000,219000,219900,215000,207990,207990,219500,225000,235000,249900,255000,249000,246000,244900,239900,239000,234990,234000,249900
"Dekalb","GA","Atlanta","13","089",158900,147000,140500,145900,142000,142900,145000,150000,149900,150000,149900,149950,150000,149000,149000,149000,153000,159900,159900,159000,155000,153900,153000,149900,145000,141000,134900,129900,129000,127000,125000,129900,125000,121900,115000,119000,116500,110000,102900,100000,104500,110000,115000,124900,134900,130000,129900,129900,131500,130000,130000,139900,149900,154900,169000,175000,179900,175000,169000,169000,159900,150000,125000,114500,138000
"Cobb","GA","Atlanta","13","067",215000,210000,207900,205275,204500,200000,200000,205000,200000,199900,199800,199000,199900,199000,197500,191900,194900,189900,194900,190000,189900,187000,184900,180000,179999,179900,175000,174900,174900,172900,169900,169999,170000,169000,164900,165000,159900,162000,159000,155900,158900,165000,168900,175000,180000,180000,184900,185000,189900,189000,189500,189900,194850,199900,209900,215000,219988,219900,219900,218000,219000,214900,209900,208000,215000
"San Joaquin","CA","Stockton","06","077",189900,179900,177900,167900,159950,164900,165360,170357,166500,168500,169000,171900,171900,169000,175000,175000,175000,175000,175000,179000,178900,179900,177900,175000,174900,170000,169900,165000,169000,169900,166560,169500,173900,167950,167999,162000,159900,159000,155000,155000,155000,155000,155000,152900,156900,159000,164950,163000,165000,170000,169950,177900,189500,189900,194950,205000,218500,244500,249500,239999,249000,249999,249950,239900,250000
"Will","IL","Chicago","17","197",240000,239900,239900,234500,229900,229900,229900,229900,234900,229900,229900,229900,225808,224900,224900,225000,225000,224000,219950,221435,219900,214950,209000,199900,199900,199000,190000,189900,189900,187000,184900,185500,189900,189000,179999,179900,175990,174900,169500,169500,169900,174900,170000,174900,177500,174900,174000,171475,169900,171175,169900,169900,174900,179900,184990,189900,194900,189800,189900,186900,184900,179000,178500,179000,184900
"Jackson","MO","Kansas City","29","095",140900,136900,135000,134900,132300,144000,139900,134900,130000,130000,129900,129950,129900,125000,125000,124900,125900,125000,127000,128000,128000,125000,124900,124000,120000,120000,119900,115900,119900,119900,119000,120000,120000,119500,118000,115900,117000,115000,113000,112000,110000,114950,115000,114900,109999,104700,104900,102900,99000,99900,97900,94000,98000,109900,115000,119900,120000,119500,114950,113450,110000,105000,103000,99900,100000
"Norfolk","MA","Boston","25","021",369900,359900,359900,359900,369900,379900,379900,399900,399000,389900,384900,394900,389900,394900,395000,385000,389000,395000,389900,394900,389900,379900,375000,374900,369900,369900,359900,359000,364900,369900,374900,379000,379000,369000,363850,364900,359900,350000,349000,350000,359900,375000,385000,389000,385000,379900,379900,380000,385000,389900,389900,399900,400000,409900,419900,425000,435000,425000,399995,405000,415000,418500,415000,415000,425000
